,SnapId,StartTime,EndTime,2080020,2080021,2080022,2080023,2080024,2080025,2080026,2080027,2080028,2080029,2080030,2080031,2080032,2080033,2080034,2080040,2080041,2080042,2080043,2080044,2080045,2080046,2080047,2080048,2080049,2080050,2080051,2080052,2080053,2080054,2080055,2080056,2080057,2080058,2080059,2080060,2080061,2080062,2080063,2080064,2080065,LoadScore,LoadLevel,PerfScore,PerfLevel
0,8481,2017-08-07 00:00:49,2017-08-07 01:00:50 ,513.3,10.9,0,0,5.1,1.2,1.8,1.4,0,.2,.1,2,0,null,0,0,0,0,0,0,0,0,4,14,97.2,99.96,100,99.09,99.37,99.99,92,96.81,17.87,9.43,0,null,22.55,18.75,9.08,0,0,40,D,89,B
1,8482,2017-08-07 01:00:50,2017-08-07 02:00:51 ,498.5,10.1,0,0,2.5,1,.8,1,0,.1,0,1.4,0,null,0,0,0,0,0,0,0,0,0,14,105.4,99.95,100,98.66,98.74,99.99,106.06,87.46,24.97,10.2,0,null,25.52,21.05,10.13,0,0,38,D,90,A
2,8483,2017-08-07 02:00:51,2017-08-07 03:00:51 ,509.5,9.4,0,0,2.5,1,.8,1,0,.1,0,1.3,0,null,0,0,0,0,0,0,0,0,0,14,104.8,99.96,100,99.47,99.48,99.99,122.22,94.11,24.43,10.92,0,null,27.34,20,9.36,0,0,35,D,91,A
3,8484,2017-08-07 03:00:51,2017-08-07 04:00:52 ,477.5,9.3,0,0,2.5,1,.8,.9,0,.1,0,1.3,0,null,0,0,0,0,0,0,0,0,0,14,106,99.95,100,99.34,99.5,99.99,100,97.83,25.09,11.05,0,null,27.61,25,9.52,0,0,35,D,91,A
4,8485,2017-08-07 04:00:52,2017-08-07 05:00:53 ,520.5,9.4,0,0,5.1,1.2,1.8,1.4,0,.2,.1,1.9,0,null,0,0,0,0,0,0,0,0,4,14,95.4,99.93,100,99.76,99.8,99.99,60.71,97.65,17.24,10.92,0,null,29.23,17.39,8.92,0,0,37,D,88,B
5,8486,2017-08-07 05:00:53,2017-08-07 06:00:54 ,473.7,9.2,0,0,2.5,1,.8,.9,0,.1,0,1.2,0,null,0,0,0,0,0,0,0,0,0,14,106.2,99.95,100,99.91,99.94,100,216.67,97.65,25.06,11.21,20,null,29.22,26.67,9.98,0,0,35,D,91,A
6,8487,2017-08-07 06:00:54,2017-08-07 07:00:54 ,501.4,9.4,0,0,5.1,1.2,1.8,1.4,0,.2,.1,1.9,0,null,0,0,0,0,0,0,0,0,4,13,97.2,99.95,100,99.97,99.98,99.98,100,97.9,17.7,10.98,0,null,28.57,22.22,9.95,0,0,37,D,89,B
7,8488,2017-08-07 07:00:54,2017-08-07 08:00:55 ,504.8,9.5,0,0,9.1,1.4,1.9,1.5,0,.2,.1,1.9,0,1,0,0,0,0,0,0,0,0,4,15,99.9,99.94,100,98.8,99.17,99.98,176.19,94.89,17.96,10.83,0,null,28.21,20,9.17,0,0,39,D,89,B
8,8489,2017-08-07 08:00:55,2017-08-07 09:00:56 ,484.5,9.1,0,0,5.1,1.2,1.8,1.4,0,.2,.1,1.9,0,null,0,0,0,0,0,0,0,0,6,15,96.6,99.95,100,99.96,99.96,99.99,70,98.07,17.75,11.31,0,null,28.21,23.53,9.64,0,0,37,D,88,B
9,8490,2017-08-07 09:00:56,2017-08-07 10:00:57 ,508,9.3,0,0,2.5,1,.8,.9,0,.1,0,1.2,0,null,0,0,0,0,0,0,0,0,0,14,105.8,99.94,100,99.95,99.97,99.98,155.56,97.56,24.86,11.04,10,null,28.68,20,10.15,0,0,35,D,91,A
10,8491,2017-08-07 10:00:57,2017-08-07 11:00:57 ,509.4,9.4,0,0,5.1,1.2,1.8,1.4,0,.2,.1,1.9,0,null,0,0,0,0,0,0,0,0,5,15,97.4,99.96,100,99.97,99.98,99.99,125,97.99,17.4,10.95,7.69,null,28.57,23.08,9.23,0,0,37,D,88,B
11,8492,2017-08-07 11:00:57,2017-08-07 12:00:58 ,487.8,9.3,0,0,2.5,1,.8,.9,0,.1,0,1.2,0,1,0,0,0,0,0,0,0,0,0,13,105.3,99.96,100,99.95,99.97,99.99,66.67,98.58,24.55,11.02,16.67,null,28.68,25,9.69,0,0,37,D,90,B
